{http://www.deegree.org/app}abs,{http://www.deegree.org/app}strassenart,{http://www.deegree.org/app}strassennummer,{http://www.deegree.org/app}strasse,{http://www.deegree.org/app}strassenname,{http://www.deegree.org/app}landesschluessel,{http://www.deegree.org/app}gemeindeschluessel,{http://www.deegree.org/app}kreisschluessel,{http://www.deegree.org/app}abschnittslaenge,{http://www.deegree.org/app}laengenherkunft,{http://www.deegree.org/app}ast,{http://www.deegree.org/app}europastrasse,{http://www.deegree.org/app}geom,CRS
242600066 242600258,B,4,B 4,Amsinckstraße,2,115,1,671.0,,0,,"LINESTRING (10.024940 53.542652,10.024886 53.542665,10.024661 53.542709,10.024142 53.542819,10.023481 53.542961,10.023390 53.542978)",EPSG:4326
242600066 242600258,B,4,B 4,Amsinckstraße,2,115,1,671.0,,0,,"LINESTRING (10.023390 53.542978,10.022911 53.543070,10.022753 53.543113,10.022410 53.543211,10.022167 53.543291,10.021870 53.543395,10.021448 53.543547,10.021247 53.543625,10.021058 53.543701,10.020907 53.543760)",EPSG:4326
242600066 242600258,B,4,B 4,Amsinckstraße,2,115,1,671.0,,0,,"LINESTRING (10.020907 53.543760,10.020894 53.543765,10.020561 53.543890,10.020253 53.544000)",EPSG:4326
242600066 242600258,B,4,B 4,Amsinckstraße,2,115,1,671.0,,0,,"LINESTRING (10.020253 53.544000,10.019936 53.544114,10.019354 53.544319,10.018762 53.544529,10.018038 53.544786,10.017529 53.544966,10.017517 53.544970)",EPSG:4326
242600066 242600258,B,4,B 4,Amsinckstraße,2,115,1,671.0,,0,,"LINESTRING (10.017517 53.544970,10.016814 53.545200,10.016670 53.545253,10.016559 53.545298,10.016430 53.545355,10.016241 53.545446,10.016101 53.545526,10.016101 53.545527)",EPSG:4326
242600003 242600293,B,4,B 4,Amsinckstraße,2,132,1,573.0,,0,,"LINESTRING (10.032670 53.540191,10.032647 53.540232,10.032577 53.540300,10.032484 53.540369,10.032409 53.540412,10.032318 53.540455)",EPSG:4326
242600003 242600293,B,4,B 4,Amsinckstraße,2,132,1,573.0,,0,,"LINESTRING (10.032318 53.540455,10.032310 53.540459,10.032058 53.540563,10.031767 53.540672,10.031526 53.540765,10.031326 53.540843,10.031278 53.540862)",EPSG:4326
242600003 242600293,B,4,B 4,Amsinckstraße,2,132,1,573.0,,0,,"LINESTRING (10.031278 53.540862,10.030527 53.541171,10.030159 53.541328)",EPSG:4326
242600003 242600293,B,4,B 4,Amsinckstraße,2,115,1,573.0,,0,,"LINESTRING (10.030159 53.541328,10.030151 53.541332,10.029729 53.541514,10.029372 53.541664,10.028936 53.541836,10.028500 53.541985,10.028166 53.542088,10.027752 53.542202,10.027648 53.542228,10.027588 53.542242)",EPSG:4326
242600003 242600293,B,4,B 4,Amsinckstraße,2,115,1,573.0,,0,,"LINESTRING (10.027588 53.542242,10.027296 53.542309,10.027018 53.542368)",EPSG:4326
242600003 242600293,B,4,B 4,Amsinckstraße,2,115,1,573.0,,0,,"LINESTRING (10.027018 53.542368,10.026890 53.542395,10.026713 53.542432,10.025846 53.542615)",EPSG:4326
242600003 242600293,B,4,B 4,Amsinckstraße,2,115,1,573.0,,0,,"LINESTRING (10.025846 53.542615,10.025496 53.542688,10.025276 53.542739)",EPSG:4326
242600003 242600293,B,4,B 4,Amsinckstraße,2,115,1,573.0,,0,,"LINESTRING (10.025276 53.542739,10.025250 53.542745,10.025233 53.542749)",EPSG:4326
242600293 242600291,B,4,B 4,Amsinckstraße,2,115,1,23.0,,0,,"LINESTRING (10.025233 53.542749,10.025202 53.542756,10.024899 53.542822)",EPSG:4326
242500039 242500101,B,431,B 431,Bahrenfelder Marktplatz,2,216,2,89.0,,0,,"LINESTRING (9.900257 53.564947,9.900199 53.564957,9.900118 53.565012)",EPSG:4326
242500040 242500039,B,431,B 431,Von-Sauer-Straße,2,216,2,649.0,,0,,"LINESTRING (9.911010 53.565736,9.910871 53.565737,9.910677 53.565738,9.910468 53.565734,9.910254 53.565728,9.910062 53.565726,9.909786 53.565725,9.909460 53.565733,9.908368 53.565765,9.907358 53.565795,9.907006 53.565812,9.906863 53.565805)",EPSG:4326
242400107 242400001,B,431,B 431,Wedeler Landstraße,2,227,2,1099.0,,0,,"LINESTRING (9.753709 53.583197,9.753366 53.583220,9.753060 53.583235,9.752771 53.583264,9.752562 53.583297,9.752396 53.583337,9.752234 53.583379,9.752098 53.583423,9.751674 53.583547,9.751669 53.583549)",EPSG:4326
242400107 242400001,B,431,B 431,Wedeler Landstraße,2,227,2,1099.0,,0,,"LINESTRING (9.751669 53.583549,9.751315 53.583662,9.750954 53.583819,9.750431 53.584025,9.749948 53.584193,9.749444 53.584330,9.748862 53.584458,9.748352 53.584553,9.747957 53.584611,9.747615 53.584649,9.747187 53.584688,9.746721 53.584712,9.745141 53.584789,9.741479 53.584958,9.740020 53.585029,9.739364 53.585042,9.737660 53.585123)",EPSG:4326
242500001 242500256,B,431,B 431,Osdorfer Weg,2,216,2,1400.0,,0,,"LINESTRING (9.899623 53.565093,9.899264 53.565162,9.899036 53.565232,9.898852 53.565277)",EPSG:4326
242500001 242500256,B,431,B 431,Osdorfer Weg,2,216,2,1400.0,,0,,"LINESTRING (9.898852 53.565277,9.898790 53.565292,9.898499 53.565340,9.898171 53.565399,9.898041 53.565422,9.897669 53.565480,9.897379 53.565540,9.897259 53.565566)",EPSG:4326
242500001 242500256,B,431,B 431,Osdorfer Weg,2,217,2,1400.0,,0,,"LINESTRING (9.897259 53.565566,9.897257 53.565567,9.897110 53.565589,9.896889 53.565610,9.896778 53.565617,9.896629 53.565633,9.896498 53.565649,9.896341 53.565670,9.896249 53.565685,9.896121 53.565708,9.895987 53.565739,9.895864 53.565772,9.895724 53.565813,9.895474 53.565901,9.894860 53.566117,9.894444 53.566264,9.893778 53.566485,9.893457 53.566592,9.893109 53.566709,9.892563 53.566890,9.892292 53.566982,9.891884 53.567116,9.891453 53.567257,9.891278 53.567314,9.891039 53.567390,9.890757 53.567468,9.890501 53.567528,9.890418 53.567545,9.890317 53.567565,9.890220 53.567581,9.889964 53.567614,9.889423 53.567708,9.889199 53.567735,9.888963 53.567774,9.888822 53.567802,9.888655 53.567858,9.888415 53.567920,9.888075 53.567981,9.887948 53.567992,9.887445 53.568067,9.886782 53.568159,9.886292 53.568221,9.886085 53.568245,9.885763 53.568283,9.885295 53.568331,9.885009 53.568361,9.884565 53.568404,9.884125 53.568448,9.883238 53.568531,9.882770 53.568577,9.881454 53.568700,9.881197 53.568727,9.880835 53.568772,9.880668 53.568796,9.880483 53.568827,9.879798 53.568958,9.879668 53.568988)",EPSG:4326
242500101 242500001,B,431,B 431,Osdorfer Weg,2,216,2,34.0,,0,,"LINESTRING (9.900118 53.565012,9.899992 53.565035,9.899882 53.565046,9.899623 53.565093)",EPSG:4326
242500039 242500101,B,431,B 431,Bahrenfelder Marktplatz,2,216,2,89.0,,0,,"LINESTRING (9.901422 53.564873,9.901376 53.564869)",EPSG:4326
242500039 242500101,B,431,B 431,Bahrenfelder Marktplatz,2,216,2,89.0,,0,,"LINESTRING (9.901376 53.564869,9.901367 53.564868,9.901058 53.564864,9.900908 53.564870,9.900762 53.564883,9.900553 53.564905,9.900388 53.564926,9.900257 53.564947)",EPSG:4326
242500040 242500039,B,431,B 431,Von-Sauer-Straße,2,216,2,649.0,,0,,"LINESTRING (9.906863 53.565805,9.906751 53.565799,9.906558 53.565776,9.906394 53.565748,9.906347 53.565739,9.906216 53.565714,9.906145 53.565700,9.906047 53.565677,9.905933 53.565648,9.905843 53.565625,9.905795 53.565612)",EPSG:4326
242500040 242500039,B,431,B 431,Von-Sauer-Straße,2,216,2,649.0,,0,,"LINESTRING (9.905795 53.565612,9.905710 53.565589,9.905555 53.565546,9.905330 53.565489,9.905082 53.565433,9.904827 53.565377,9.904537 53.565317,9.904057 53.565230,9.903715 53.565173,9.903271 53.565102,9.902936 53.565047,9.902799 53.565026,9.902671 53.565008,9.902367 53.564970,9.902156 53.564946,9.901870 53.564915,9.901578 53.564885,9.901422 53.564873)",EPSG:4326
242500041 242500040,B,431,B 431,Bahrenfelder Chaussee,2,216,2,586.0,,0,,"LINESTRING (9.919359 53.564028,9.918992 53.564056,9.918879 53.564067,9.918725 53.564083,9.918504 53.564109,9.918463 53.564114)",EPSG:4326
242500041 242500040,B,431,B 431,Bahrenfelder Chaussee,2,216,2,586.0,,0,,"LINESTRING (9.918463 53.564114,9.918059 53.564165,9.918004 53.564174)",EPSG:4326
242600044 242600004,B,5,B 5,Landwehr,2,121,1,618.0,,0,,"LINESTRING (10.037998 53.560479,10.037969 53.560508,10.037917 53.560559,10.037807 53.560669,10.037660 53.560819,10.037637 53.560843)",EPSG:4326
242500041 242500040,B,431,B 431,Bahrenfelder Chaussee,2,216,2,586.0,,0,,"LINESTRING (9.918004 53.564174,9.917887 53.564191,9.917623 53.564238,9.917363 53.564287,9.917283 53.564301,9.917172 53.564317,9.917102 53.564327)",EPSG:4326
242500041 242500040,B,431,B 431,Bahrenfelder Chaussee,2,216,2,586.0,,0,,"LINESTRING (9.917102 53.564327,9.916982 53.564343,9.916845 53.564365,9.916736 53.564383,9.916578 53.564415)",EPSG:4326
242500041 242500040,B,431,B 431,Bahrenfelder Chaussee,2,216,2,586.0,,0,,"LINESTRING (9.916578 53.564415,9.916575 53.564415,9.916541 53.564437,9.916219 53.564504,9.915996 53.564552,9.915650 53.564626,9.915297 53.564703,9.915142 53.564737,9.914887 53.564793,9.914478 53.564883,9.914200 53.564945,9.914074 53.564973,9.913772 53.565042,9.913396 53.565134,9.913125 53.565203,9.913080 53.565216)",EPSG:4326
242500041 242500040,B,431,B 431,Bahrenfelder Chaussee,2,216,2,586.0,,0,,"LINESTRING (9.913080 53.565216,9.912922 53.565258,9.912814 53.565293,9.912677 53.565343,9.912587 53.565372,9.912586 53.565373)",EPSG:4326
242500041 242500040,B,431,B 431,Bahrenfelder Chaussee,2,216,2,586.0,,0,,"LINESTRING (9.912586 53.565373,9.911956 53.565541,9.911609 53.565633,9.911436 53.565671,9.911350 53.565689,9.911208 53.565712,9.911010 53.565736)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,209,2,1732.0,,0,,"LINESTRING (9.945403 53.562996,9.945034 53.563053,9.944559 53.563123,9.944396 53.563145,9.944262 53.563157,9.944160 53.563165)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,209,2,1732.0,,0,,"LINESTRING (9.944160 53.563165,9.944024 53.563174,9.943954 53.563182,9.943872 53.563194,9.943555 53.563241,9.942779 53.563353,9.942421 53.563406,9.942225 53.563436,9.942122 53.563455)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,209,2,1732.0,,0,,"LINESTRING (9.942122 53.563455,9.942080 53.563463,9.941689 53.563546,9.941551 53.563578)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,209,2,1732.0,,0,,"LINESTRING (9.941551 53.563578,9.941386 53.563617,9.941223 53.563629,9.941110 53.563631,9.940838 53.563635,9.940664 53.563637,9.940230 53.563632,9.940198 53.563632)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,209,2,1732.0,,0,,"LINESTRING (9.940198 53.563632,9.940130 53.563633,9.939908 53.563636,9.939472 53.563650,9.939253 53.563654,9.939059 53.563653)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,209,2,1732.0,,0,,"LINESTRING (9.939059 53.563653,9.938984 53.563652,9.938680 53.563648,9.938342 53.563657,9.937869 53.563674,9.937687 53.563685,9.937474 53.563696,9.937291 53.563705,9.936743 53.563723,9.936440 53.563733,9.936162 53.563742,9.936148 53.563743)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,209,2,1732.0,,0,,"LINESTRING (9.936148 53.563743,9.935878 53.563755,9.935687 53.563762,9.935337 53.563768,9.935114 53.563767,9.934769 53.563753,9.934495 53.563742,9.934358 53.563734)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,215,2,1732.0,,0,,"LINESTRING (9.934358 53.563734,9.934082 53.563719,9.934016 53.563716,9.933673 53.563699,9.933604 53.563695,9.933511 53.563689,9.933408 53.563681,9.933302 53.563671,9.933180 53.563655,9.933065 53.563636,9.933036 53.563631)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,215,2,1732.0,,0,,"LINESTRING (9.933036 53.563631,9.932960 53.563616,9.932879 53.563599,9.932573 53.563528,9.932508 53.563515)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,215,2,1732.0,,0,,"LINESTRING (9.932508 53.563515,9.932383 53.563490,9.932254 53.563470,9.932144 53.563457,9.932058 53.563448,9.931964 53.563441,9.931886 53.563435,9.931792 53.563430,9.931671 53.563427,9.931538 53.563435)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,215,2,1732.0,,0,,"LINESTRING (9.931538 53.563435,9.931397 53.563443,9.931219 53.563445,9.930961 53.563445)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,215,2,1732.0,,0,,"LINESTRING (9.930961 53.563445,9.930885 53.563446,9.930706 53.563447,9.930516 53.563451,9.930123 53.563460,9.929382 53.563480,9.929063 53.563487,9.928857 53.563492,9.928637 53.563502,9.928339 53.563519,9.927779 53.563563,9.927502 53.563583,9.926863 53.563623,9.926616 53.563658,9.926577 53.563661)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,215,2,1732.0,,0,,"LINESTRING (9.926577 53.563661,9.926479 53.563669,9.926281 53.563680,9.925603 53.563718,9.925503 53.563720)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,215,2,1732.0,,0,,"LINESTRING (9.925503 53.563720,9.925451 53.563721,9.925227 53.563717,9.925083 53.563720,9.924747 53.563738,9.922115 53.563882,9.921928 53.563892,9.921631 53.563908,9.921297 53.563926,9.921036 53.563940,9.920451 53.563972,9.920266 53.563980)",EPSG:4326
242500002 242500041,B,431,B 431,Stresemannstraße,2,215,2,1732.0,,0,,"LINESTRING (9.920266 53.563980,9.919734 53.564003,9.919521 53.564012,9.919359 53.564028)",EPSG:4326
252500199 252500103,B,73,B 73,Stader Straße,2,711,7,271.0,,0,,"LINESTRING (9.916494 53.470466,9.916664 53.470467,9.916986 53.470480,9.917403 53.470496,9.918057 53.470515,9.920010 53.470565,9.920580 53.470578)",EPSG:4326
252500103 252500179,B,73,B 73,Stader Straße,2,711,7,2814.0,,0,,"LINESTRING (9.920580 53.470578,9.921167 53.470588,9.921342 53.470591,9.921593 53.470601,9.921851 53.470610,9.921958 53.470615,9.922070 53.470617,9.922706 53.470635,9.923550 53.470657,9.924023 53.470669,9.925715 53.470712,9.925965 53.470717,9.926095 53.470719,9.926288 53.470721,9.926958 53.470724,9.927247 53.470714,9.927283 53.470710)",EPSG:4326
252500103 252500179,B,73,B 73,Stader Straße,2,711,7,2814.0,,0,,"LINESTRING (9.927283 53.470710,9.927348 53.470703,9.927561 53.470694,9.928114 53.470705,9.928348 53.470712,9.928644 53.470721,9.928912 53.470734)",EPSG:4326
252500103 252500179,B,73,B 73,Stader Straße,2,711,7,2814.0,,0,,"LINESTRING (9.928912 53.470734,9.929002 53.470739,9.929322 53.470756,9.929730 53.470779,9.930191 53.470801,9.930545 53.470815,9.930764 53.470827)",EPSG:4326
252500103 252500179,B,73,B 73,Stader Straße,2,711,7,2814.0,,0,,"LINESTRING (9.930764 53.470827,9.930771 53.470827,9.930941 53.470833,9.931028 53.470820,9.931152 53.470826,9.931432 53.470837,9.931639 53.470856,9.931924 53.470878,9.932131 53.470891,9.932305 53.470897,9.932451 53.470905,9.932762 53.470915,9.933540 53.470932,9.933869 53.470934,9.934167 53.470933,9.934422 53.470935,9.934605 53.470939,9.934743 53.470943,9.935092 53.470951,9.936678 53.470990,9.936922 53.470998,9.937173 53.471000,9.937320 53.470993,9.937541 53.470999,9.937629 53.471006,9.937809 53.471034,9.938070 53.471041,9.938638 53.471056,9.938743 53.471052,9.938817 53.471046,9.939016 53.471051,9.939329 53.471061,9.939562 53.471065,9.939863 53.471074,9.940257 53.471083,9.941307 53.471109,9.941859 53.471124,9.942803 53.471145,9.942999 53.471149,9.943352 53.471151,9.943546 53.471150,9.943645 53.471148,9.943901 53.471142,9.944122 53.471134,9.944461 53.471117,9.944729 53.471100,9.944935 53.471083,9.945176 53.471065,9.945474 53.471044,9.945634 53.471021,9.945698 53.471017)",EPSG:4326
252500103 252500179,B,73,B 73,Stader Straße,2,711,7,2814.0,,0,,"LINESTRING (9.945698 53.471017,9.945814 53.471008,9.946430 53.470973,9.946832 53.470952,9.947224 53.470931,9.947653 53.470909,9.947881 53.470909)",EPSG:4326
242600044 242600004,B,5,B 5,Landwehr,2,417,4,618.0,,0,,"LINESTRING (10.037637 53.560843,10.037616 53.560865,10.037385 53.561100,10.037378 53.561107)",EPSG:4326
252500103 252500179,B,73,B 73,Stader Straße,2,711,7,2814.0,,0,,"LINESTRING (9.947881 53.470909,9.947888 53.470909,9.948995 53.470842,9.949397 53.470816,9.949600 53.470791,9.949883 53.470774,9.950196 53.470756,9.950435 53.470745,9.950884 53.470725,9.951454 53.470705,9.951923 53.470685,9.952160 53.470672,9.952831 53.470635,9.953264 53.470611,9.953805 53.470577,9.954138 53.470553,9.954490 53.470525,9.955736 53.470423,9.956554 53.470356,9.957127 53.470308,9.957242 53.470300,9.957714 53.470253,9.958088 53.470211,9.958447 53.470165,9.958667 53.470132,9.959192 53.470052,9.959579 53.469991,9.960321 53.469878,9.960619 53.469835,9.961413 53.469727,9.961630 53.469700,9.962008 53.469657,9.962169 53.469636,9.962412 53.469596,9.962822 53.469518)",EPSG:4326
252500179 252500146,B,73,B 73,Buxtehuder Straße,2,711,7,2251.0,,0,,"LINESTRING (9.962822 53.469518,9.963083 53.469432,9.963295 53.469388,9.963406 53.469364,9.963573 53.469330,9.963653 53.469313,9.963784 53.469290,9.963889 53.469274,9.964029 53.469243,9.964137 53.469215,9.964295 53.469172,9.964458 53.469125,9.964855 53.469002,9.965137 53.468912,9.965562 53.468776,9.965991 53.468638,9.966422 53.468500,9.967767 53.468074,9.967831 53.468054,9.968327 53.467897,9.969489 53.467531,9.970313 53.467272,9.970361 53.467258,9.970811 53.467116,9.971459 53.466911,9.971817 53.466800,9.972042 53.466727,9.972312 53.466643,9.974984 53.465789,9.976031 53.465456,9.976321 53.465365,9.976352 53.465348,9.976431 53.465314,9.976655 53.465242,9.976800 53.465200,9.976978 53.465154,9.977331 53.465050,9.977688 53.464935,9.977941 53.464857,9.978113 53.464807,9.978242 53.464770,9.978369 53.464730,9.978426 53.464711,9.978542 53.464676,9.979149 53.464516,9.979212 53.464502,9.979284 53.464476,9.979384 53.464438,9.979418 53.464417,9.979584 53.464360,9.979844 53.464285,9.980121 53.464204,9.980443 53.464110,9.980517 53.464094,9.980623 53.464074,9.980627 53.464073)",EPSG:4326
252500179 252500146,B,73,B 73,Buxtehuder Straße,2,702,7,2251.0,,0,,"LINESTRING (9.980627 53.464073,9.980802 53.464028,9.980973 53.463983,9.981044 53.463964,9.981458 53.463836,9.981684 53.463764,9.981867 53.463702,9.982096 53.463620,9.982224 53.463574,9.982444 53.463501,9.982644 53.463432,9.982821 53.463379,9.983053 53.463315,9.983356 53.463231,9.983758 53.463109,9.983915 53.463059,9.984056 53.463014,9.984373 53.462897,9.984488 53.462850,9.984762 53.462719,9.984837 53.462680,9.984903 53.462625,9.985006 53.462562,9.985155 53.462461)",EPSG:4326
252500179 252500146,B,73,B 73,Buxtehuder Straße,2,702,7,2251.0,,0,,"LINESTRING (9.985155 53.462461,9.985169 53.462452,9.985311 53.462344,9.985412 53.462258,9.985493 53.462188,9.985578 53.462111,9.985739 53.461951,9.985835 53.461846,9.985905 53.461762,9.985993 53.461652,9.986057 53.461559,9.986114 53.461475,9.986159 53.461390)",EPSG:4326
252500179 252500146,B,73,B 73,Buxtehuder Straße,2,702,7,2251.0,,0,,"LINESTRING (9.986159 53.461390,9.986198 53.461317,9.986211 53.461288,9.986227 53.461244,9.986253 53.461169,9.986273 53.461102,9.986307 53.460951,9.986333 53.460819,9.986352 53.460709,9.986384 53.460551,9.986427 53.460386,9.986452 53.460288,9.986485 53.460159,9.986490 53.460065)",EPSG:4326
252500179 252500146,B,73,B 73,Buxtehuder Straße,2,702,7,2251.0,,0,,"LINESTRING (9.986490 53.460065,9.986492 53.460028,9.986515 53.459951,9.986544 53.459869,9.986572 53.459803,9.986606 53.459741,9.986658 53.459654,9.986711 53.459577,9.986794 53.459473,9.986863 53.459395,9.987010 53.459257,9.987086 53.459193,9.987204 53.459109)",EPSG:4326
252500179 252500146,B,73,B 73,Buxtehuder Straße,2,702,7,2251.0,,0,,"LINESTRING (9.987204 53.459109,9.987418 53.458958)",EPSG:4326
252500179 252500146,B,73,B 73,Buxtehuder Straße,2,702,7,2251.0,,0,,"LINESTRING (9.987418 53.458958,9.987535 53.458876,9.987593 53.458834)",EPSG:4326
252500179 252500146,B,73,B 73,Buxtehuder Straße,2,702,7,2251.0,,0,,"LINESTRING (9.987593 53.458834,9.987837 53.458661,9.988123 53.458463,9.988269 53.458359,9.988344 53.458302,9.988422 53.458240,9.988480 53.458189,9.988573 53.458101,9.988659 53.458031,9.988753 53.457916)",EPSG:4326
252500146 252500147,B,73,B 73,Hannoversche Straße,2,702,7,68.0,,0,,"LINESTRING (9.988753 53.457916,9.988771 53.457863,9.988830 53.457776,9.988869 53.457716,9.988918 53.457622,9.988969 53.457477,9.988944 53.457315)",EPSG:4326
252500147 252500181,B,73,B 73,Walter-Dudek-Brücke,2,702,7,262.0,,0,,"LINESTRING (9.988944 53.457315,9.989216 53.457356,9.989336 53.457363,9.989786 53.457414,9.990109 53.457461,9.990292 53.457491,9.990434 53.457507,9.990876 53.457558,9.991049 53.457571,9.991234 53.457582,9.991615 53.457605,9.991825 53.457610,9.992019 53.457615,9.992235 53.457610,9.992764 53.457573,9.992862 53.457549)",EPSG:4326
252500181 252500105,B,73,B 73,Großmoordamm,2,702,7,319.0,,0,,"LINESTRING (9.992862 53.457549,9.993092 53.457506,9.993331 53.457479,9.993673 53.457440,9.993959 53.457406,9.994329 53.457359,9.994655 53.457311,9.994850 53.457274,9.995483 53.457145,9.995883 53.457056,9.996366 53.456945,9.996812 53.456825,9.997041 53.456737,9.997390 53.456633)",EPSG:4326
252700002 252700035,B,5,B 5,Rothenhauschaussee,2,603,6,2086.0,,0,,"LINESTRING (10.265979 53.471453,10.265921 53.471465,10.264958 53.471654,10.264719 53.471699,10.264658 53.471710)",EPSG:4326
252700002 252700035,B,5,B 5,Rothenhauschaussee,2,603,6,2086.0,,0,,"LINESTRING (10.264658 53.471710,10.264379 53.471764,10.264008 53.471835,10.263849 53.471868,10.263204 53.471993,10.262453 53.472141,10.262316 53.472164)",EPSG:4326
252700002 252700035,B,5,B 5,Rothenhauschaussee,2,603,6,2086.0,,0,,"LINESTRING (10.262316 53.472164,10.262303 53.472166,10.262234 53.472180,10.262114 53.472203,10.261678 53.472291,10.261567 53.472316,10.261338 53.472364,10.261070 53.472418,10.260236 53.472582,10.259522 53.472721,10.259028 53.472819,10.258422 53.472939,10.255954 53.473424,10.254931 53.473626,10.254535 53.473706,10.254227 53.473771,10.254007 53.473820,10.253800 53.473867,10.253388 53.473968,10.252800 53.474119,10.252311 53.474252,10.251995 53.474343,10.251492 53.474500,10.251181 53.474599,10.250955 53.474675,10.250723 53.474756,10.250552 53.474818,10.249904 53.475060,10.249116 53.475353,10.248213 53.475688,10.247102 53.476101,10.246758 53.476229,10.246520 53.476314,10.246306 53.476384,10.246081 53.476452,10.245956 53.476487,10.245796 53.476529,10.245013 53.476731,10.244641 53.476827,10.244192 53.476942,10.243626 53.477088,10.243459 53.477130,10.243366 53.477155,10.243201 53.477197,10.243048 53.477236,10.242636 53.477343,10.242546 53.477366,10.242351 53.477411,10.242075 53.477472,10.241864 53.477518,10.241733 53.477550,10.241567 53.477593,10.241170 53.477696,10.240966 53.477762,10.240812 53.477802,10.240581 53.477858,10.240453 53.477889,10.240337 53.477915,10.239688 53.478054,10.239480 53.478096,10.239361 53.478119,10.239229 53.478143,10.239076 53.478168,10.238898 53.478194,10.238713 53.478219,10.238462 53.478244,10.238451 53.478245,10.238347 53.478253,10.238178 53.478263,10.238102 53.478266,10.238002 53.478271,10.237572 53.478291,10.237246 53.478304,10.237075 53.478317,10.236867 53.478344)",EPSG:4326
252700035 252700029,B,5,B 5,Holtenklinker Straße,2,603,6,1511.0,,0,,"LINESTRING (10.236867 53.478344,10.236735 53.478371,10.236462 53.478430,10.236236 53.478483,10.234146 53.478959,10.233196 53.479174,10.232662 53.479305,10.230699 53.479810,10.230425 53.479886,10.230236 53.479941,10.229970 53.480024,10.229830 53.480075,10.229623 53.480154,10.229500 53.480208,10.229037 53.480428,10.228935 53.480476,10.228730 53.480558,10.228479 53.480650,10.228231 53.480732,10.227865 53.480850,10.227835 53.480860,10.227121 53.481092,10.226546 53.481277,10.226069 53.481430,10.225880 53.481486,10.225708 53.481536,10.225538 53.481589,10.225308 53.481663,10.225040 53.481756,10.224916 53.481793)",EPSG:4326
242600044 242600004,B,5,B 5,Landwehr,2,417,4,618.0,,0,,"LINESTRING (10.037378 53.561107,10.037327 53.561151,10.037281 53.561194,10.037251 53.561226,10.037213 53.561271,10.037183 53.561311,10.037154 53.561351,10.037123 53.561397,10.037076 53.561470,10.037044 53.561527,10.037028 53.561552)",EPSG:4326
242500259 242500111,B,5,B 5,Eppendorfer Marktplatz,2,404,4,34.0,,0,,"LINESTRING (9.989166 53.593153,9.989103 53.593072,9.989069 53.593033,9.988923 53.592875)",EPSG:4326
252700035 252700029,B,5,B 5,Holtenklinker Straße,2,603,6,1511.0,,0,,"LINESTRING (10.224916 53.481793,10.224894 53.481800,10.224739 53.481850,10.224600 53.481885,10.224309 53.481960,10.223926 53.482077,10.223759 53.482135,10.223449 53.482248,10.223088 53.482397,10.222880 53.482504,10.222686 53.482611,10.222166 53.482918,10.222071 53.482978,10.221979 53.483036,10.221783 53.483154,10.221564 53.483280,10.221444 53.483344,10.221276 53.483426,10.220642 53.483736,10.220538 53.483794,10.220475 53.483831,10.220325 53.483921,10.219996 53.484121,10.219884 53.484188,10.219687 53.484303,10.219498 53.484412,10.219186 53.484587,10.219036 53.484670,10.219002 53.484691,10.218770 53.484816,10.218595 53.484908,10.218595 53.484908,10.218473 53.484969,10.218367 53.485020,10.218299 53.485058,10.218149 53.485126,10.218140 53.485130)",EPSG:4326
252700035 252700029,B,5,B 5,Holtenklinker Straße,2,603,6,1511.0,,0,,"LINESTRING (10.218140 53.485130,10.217880 53.485242,10.217635 53.485359)",EPSG:4326
252700029 252700030,B,5,B 5,Am Brink,2,603,6,104.0,,0,,"LINESTRING (10.217635 53.485359,10.217535 53.485409,10.217485 53.485434)",EPSG:4326
252700029 252700030,B,5,B 5,Am Brink,2,603,6,104.0,,0,,"LINESTRING (10.217485 53.485434,10.217323 53.485519,10.217017 53.485684,10.216897 53.485748,10.216750 53.485820,10.216568 53.485896,10.216422 53.485953)",EPSG:4326
242600283 242600042,B,5,B 5,Eiffestraße,2,125,1,1753.0,,0,,"LINESTRING (10.066863 53.550063,10.066510 53.550101,10.066227 53.550131,10.065952 53.550160,10.065803 53.550175)",EPSG:4326
242600283 242600042,B,5,B 5,Eiffestraße,2,125,1,1753.0,,0,,"LINESTRING (10.065803 53.550175,10.065589 53.550196,10.065533 53.550202,10.065458 53.550208,10.065247 53.550219,10.065172 53.550223)",EPSG:4326
