{http://www.deegree.org/app}abs,{http://www.deegree.org/app}strassenart,{http://www.deegree.org/app}strassennummer,{http://www.deegree.org/app}strasse,{http://www.deegree.org/app}strassenname,{http://www.deegree.org/app}landesschluessel,{http://www.deegree.org/app}gemeindeschluessel,{http://www.deegree.org/app}kreisschluessel,{http://www.deegree.org/app}abschnittslaenge,{http://www.deegree.org/app}laengenherkunft,{http://www.deegree.org/app}ast,{http://www.deegree.org/app}europastrasse,{http://www.deegree.org/app}geom,CRS
242500165 242500189,A,7,A 7,BAB A7,2,219,2,2269.0,,0,E45,"LINESTRING (9.897593 53.555937,9.897520 53.555637,9.897472 53.555396,9.897441 53.555218,9.897414 53.555034,9.897400 53.554873,9.897398 53.554704,9.897408 53.554560,9.897430 53.554345,9.897461 53.554129,9.897485 53.553978,9.897505 53.553859,9.897545 53.553682,9.897568 53.553581,9.897592 53.553494,9.897623 53.553384,9.897659 53.553266,9.897691 53.553168,9.897723 53.553079,9.897769 53.552961,9.897835 53.552801,9.897894 53.552672,9.897982 53.552493,9.898077 53.552314,9.898206 53.552091,9.898304 53.551936,9.898395 53.551799,9.898487 53.551666,9.898562 53.551564,9.898665 53.551430,9.898830 53.551225,9.898941 53.551096,9.899072 53.550949,9.899213 53.550802,9.899335 53.550678,9.899476 53.550540,9.899633 53.550396,9.899794 53.550253,9.899964 53.550109,9.900150 53.549959,9.900324 53.549824,9.900547 53.549661,9.900736 53.549527,9.900972 53.549369,9.901178 53.549237,9.901437 53.549079,9.901681 53.548938,9.901953 53.548788,9.902225 53.548646,9.902530 53.548492,9.902870 53.548328,9.903147 53.548199,9.903447 53.548064,9.903816 53.547902,9.904145 53.547759,9.904488 53.547614,9.905180 53.547324,9.905881 53.547030,9.906588 53.546733,9.907989 53.546144,9.909410 53.545549,9.911597 53.544630,9.913021 53.544032,9.913667 53.543760)",EPSG:4326
242500131 242500007,A,7,A 7,BAB A7,2,140,1,2109.0,,0,E45,"LINESTRING (9.933068 53.528341,9.932974 53.528166,9.932763 53.527866,9.932563 53.527579,9.932330 53.527298,9.932120 53.527018,9.931887 53.526737,9.931676 53.526498,9.931354 53.526182,9.930670 53.525510,9.929358 53.524399,9.928613 53.523794,9.924539 53.520615,9.921541 53.518301,9.919275 53.516549,9.918565 53.515971,9.917757 53.515306)",EPSG:4326
242500008 242500165,A,7,A 7,BAB A7,2,219,2,168.0,,0,E45,"LINESTRING (9.897684 53.557444,9.897647 53.557087,9.897631 53.556869,9.897618 53.556589,9.897604 53.556290,9.897593 53.555937)",EPSG:4326
242500165 242500189,A,7,A 7,BAB A7,2,214,2,2269.0,,0,E45,"LINESTRING (9.913667 53.543760,9.914435 53.543437,9.915841 53.542848,9.917255 53.542254,9.918655 53.541666,9.919003 53.541520)",EPSG:4326
242500189 242500241,A,7,A 7,BAB A7,2,140,1,1283.0,,0,E45,"LINESTRING (9.919003 53.541520,9.919274 53.541406,9.919561 53.541285,9.920453 53.540911,9.920809 53.540761,9.921161 53.540613,9.921856 53.540321,9.922210 53.540172,9.922562 53.540024,9.922906 53.539880,9.923070 53.539812,9.923257 53.539732,9.923602 53.539588,9.923952 53.539440,9.924294 53.539296,9.924456 53.539228,9.924620 53.539160,9.924807 53.539081,9.925146 53.538938,9.925296 53.538875,9.925479 53.538798,9.925596 53.538750,9.925826 53.538653,9.926179 53.538504,9.926515 53.538363,9.926855 53.538221,9.927193 53.538078,9.927525 53.537939,9.927864 53.537795,9.927960 53.537754,9.928033 53.537723,9.928130 53.537680,9.928196 53.537651,9.928297 53.537606,9.928413 53.537553,9.928513 53.537507,9.928665 53.537435,9.928810 53.537366,9.928892 53.537326,9.928959 53.537294,9.929040 53.537253,9.929099 53.537223,9.929196 53.537173,9.929283 53.537127,9.929374 53.537079,9.929436 53.537045,9.929503 53.537009,9.929631 53.536937,9.929690 53.536904,9.929768 53.536858,9.929882 53.536791,9.930035 53.536698,9.930118 53.536646,9.930293 53.536533,9.930406 53.536457,9.930562 53.536350,9.930596 53.536328,9.930692 53.536259,9.930809 53.536176,9.930978 53.536048,9.931142 53.535921,9.931281 53.535811,9.931410 53.535707,9.931519 53.535619,9.931625 53.535530,9.931724 53.535443,9.931917 53.535258,9.932012 53.535168,9.932107 53.535075,9.932154 53.535026,9.932290 53.534887,9.932378 53.534793,9.932464 53.534699,9.932543 53.534610,9.932631 53.534508,9.932714 53.534409,9.932793 53.534312,9.932871 53.534214,9.932919 53.534156,9.932985 53.534081,9.933056 53.534001,9.933166 53.533880)",EPSG:4326
242500241 242500131,A,7,A 7,BAB A7,2,140,1,289.0,,0,E45,"LINESTRING (9.933810 53.531799,9.933848 53.531323)",EPSG:4326
242500131 242500007,A,7,A 7,BAB A7,2,140,1,2109.0,,0,E45,"LINESTRING (9.933848 53.531323,9.933815 53.530521)",EPSG:4326
242500131 242500007,A,7,A 7,BAB A7,2,140,1,2109.0,,0,E45,"LINESTRING (9.933815 53.530521,9.933810 53.530418,9.933668 53.529677,9.933560 53.529353,9.933438 53.529055,9.933289 53.528747,9.933131 53.528460,9.933068 53.528341)",EPSG:4326
232500010 232500009,A,7,A 7,BAB A7,2,319,3,818.0,,0,E45,"LINESTRING (9.930751 53.652760,9.930721 53.652526,9.930665 53.652169,9.930637 53.651938,9.930616 53.651720,9.930573 53.651315,9.930546 53.651041,9.930499 53.650380,9.930470 53.649492,9.930469 53.649068,9.930462 53.648721,9.930465 53.648261,9.930451 53.647752,9.930418 53.647248,9.930399 53.646961,9.930351 53.646629,9.930280 53.646163,9.930174 53.645678,9.930105 53.645428)",EPSG:4326
252500142 252500103,A,7,A 7,BAB A7,2,711,7,1343.0,,0,E45,"LINESTRING (9.914283 53.481933,9.914419 53.481196,9.914655 53.480196,9.914864 53.479430,9.915031 53.478869,9.915257 53.478205,9.915627 53.477299,9.916164 53.476151,9.916966 53.474795,9.917598 53.473881,9.918382 53.472871,9.919208 53.471931,9.919785 53.471337,9.920580 53.470578)",EPSG:4326
232500009 232500005,A,7,A 7,BAB A7,2,319,3,1328.0,,0,E45,"LINESTRING (9.930105 53.645428,9.929988 53.645007,9.929756 53.644335,9.929576 53.643909,9.929288 53.643292,9.928977 53.642715,9.928902 53.642588)",EPSG:4326
232500009 232500005,A,7,A 7,BAB A7,2,319,3,1328.0,,0,E45,"LINESTRING (9.928902 53.642588,9.928702 53.642253,9.928482 53.641914,9.928115 53.641391,9.927629 53.640739,9.926937 53.639846,9.926503 53.639283,9.926138 53.638797,9.925959 53.638564,9.925844 53.638402,9.925678 53.638162,9.925269 53.637537,9.925014 53.637130,9.924729 53.636638,9.924462 53.636155,9.924353 53.635926,9.924200 53.635606,9.924086 53.635366,9.923974 53.635102,9.923866 53.634854,9.923660 53.634345,9.923592 53.634167)",EPSG:4326
242500001 242500008,A,7,A 7,BAB A7,2,219,2,862.0,,0,E45,"LINESTRING (9.898140 53.559627,9.897684 53.557444)",EPSG:4326
242500001 242500008,A,7,A 7,BAB A7,2,216,2,862.0,,0,E45,"LINESTRING (9.899623 53.565093,9.899166 53.563756,9.898991 53.563214,9.898733 53.562279,9.898553 53.561469)",EPSG:4326
242500001 242500008,A,7,A 7,BAB A7,2,218,2,862.0,,0,E45,"LINESTRING (9.898553 53.561469,9.898508 53.561264,9.898413 53.560900,9.898272 53.560250)",EPSG:4326
242500001 242500008,A,7,A 7,BAB A7,2,218,2,862.0,,0,E45,"LINESTRING (9.898272 53.560250,9.898232 53.560065,9.898140 53.559627)",EPSG:4326
