{http://www.deegree.org/app}abs,{http://www.deegree.org/app}strassenart,{http://www.deegree.org/app}strassennummer,{http://www.deegree.org/app}strasse,{http://www.deegree.org/app}strassenname,{http://www.deegree.org/app}landesschluessel,{http://www.deegree.org/app}gemeindeschluessel,{http://www.deegree.org/app}kreisschluessel,{http://www.deegree.org/app}abschnittslaenge,{http://www.deegree.org/app}laengenherkunft,{http://www.deegree.org/app}ast,{http://www.deegree.org/app}europastrasse,{http://www.deegree.org/app}geom,CRS
232500005 232500003,A,7,A 7,BAB A7,2,319,3,2279.0,,0,E45,"LINESTRING (9.923592 53.634167,9.923303 53.633270,9.923060 53.632551,9.922581 53.630953,9.922295 53.630076,9.922079 53.629452,9.921931 53.629051,9.921635 53.628356,9.921419 53.627918,9.920839 53.626925,9.920417 53.626311,9.919989 53.625748,9.919752 53.625462,9.919281 53.624933,9.918732 53.624365,9.918184 53.623849,9.917703 53.623428)",EPSG:4326
232500005 232500003,A,7,A 7,BAB A7,2,320,3,2279.0,,0,E45,"LINESTRING (9.917703 53.623428,9.917525 53.623273,9.916993 53.622841,9.915847 53.621969,9.915406 53.621623,9.915065 53.621341,9.914428 53.620788,9.913938 53.620322,9.913716 53.620102,9.913505 53.619873,9.913319 53.619646,9.913040 53.619251,9.912848 53.618931,9.912673 53.618533,9.912585 53.618259,9.912518 53.617959,9.912479 53.617643,9.912483 53.617321,9.912515 53.616985,9.912596 53.616619,9.912662 53.616407,9.912832 53.616025,9.912999 53.615711,9.913275 53.615294)",EPSG:4326
242500004 242500009,A,7,A 7,BAB A7,2,321,3,1648.0,,0,E45,"LINESTRING (9.923317 53.595777,9.923303 53.595725,9.923292 53.595669,9.923244 53.595531,9.923201 53.595428,9.923148 53.595301,9.923081 53.595183,9.922930 53.594907,9.922821 53.594727,9.922657 53.594503,9.922558 53.594368,9.922374 53.594151)",EPSG:4326
242500004 242500009,A,7,A 7,BAB A7,2,321,3,1648.0,,0,E45,"LINESTRING (9.922374 53.594151,9.922362 53.594137,9.922087 53.593862,9.921818 53.593623,9.921433 53.593315,9.921202 53.593151,9.920421 53.592653,9.919274 53.591992,9.918607 53.591596,9.918049 53.591233,9.917864 53.591107,9.917647 53.590954,9.917572 53.590895)",EPSG:4326
242500004 242500009,A,7,A 7,BAB A7,2,321,3,1648.0,,0,E45,"LINESTRING (9.917572 53.590895,9.917369 53.590736,9.917035 53.590457,9.916765 53.590202,9.916509 53.589908,9.916279 53.589620,9.916161 53.589445,9.915935 53.589084,9.915801 53.588765,9.915783 53.588714)",EPSG:4326
242500004 242500009,A,7,A 7,BAB A7,2,215,2,1648.0,,0,E45,"LINESTRING (9.915783 53.588714,9.915680 53.588424,9.915593 53.588019,9.915549 53.587653,9.915557 53.587412,9.915570 53.586959,9.915645 53.586422,9.915770 53.585866,9.915890 53.585318,9.915970 53.584791,9.916024 53.584141,9.916016 53.583745,9.915997 53.583529,9.915937 53.583085,9.915872 53.582806,9.915775 53.582439)",EPSG:4326
252500098 252500097,A,7,A 7,BAB A7,2,708,7,423.0,,0,E45,"LINESTRING (9.960229 53.425942,9.960539 53.425821,9.961002 53.425641,9.961402 53.425483,9.961787 53.425345,9.962348 53.425130,9.963800 53.424515,9.965451 53.423772,9.965464 53.423765)",EPSG:4326
252500101 252500102,A,7,A 7,BAB A7,2,710,7,469.0,,0,E45,"LINESTRING (9.927125 53.435734,9.927920 53.435362)",EPSG:4326
252500101 252500102,A,7,A 7,BAB A7,2,710,7,469.0,,0,E45,"LINESTRING (9.927920 53.435362,9.928146 53.435257,9.928994 53.434881)",EPSG:4326
252500101 252500102,A,7,A 7,BAB A7,2,709,7,469.0,,0,E45,"LINESTRING (9.928994 53.434881,9.929285 53.434752,9.930451 53.434268,9.931397 53.433884,9.932138 53.433603,9.932921 53.433319)",EPSG:4326
242500009 242500001,A,7,A 7,BAB A7,2,215,2,2259.0,,0,E45,"LINESTRING (9.915775 53.582439,9.915679 53.582168,9.915501 53.581729,9.915265 53.581266,9.914915 53.580695,9.914596 53.580253,9.914018 53.579595,9.913795 53.579378,9.913430 53.579039,9.912966 53.578655,9.912510 53.578307,9.912113 53.578048,9.911527 53.577684,9.911418 53.577620)",EPSG:4326
242500009 242500001,A,7,A 7,BAB A7,2,216,2,2259.0,,0,E45,"LINESTRING (9.911418 53.577620,9.911260 53.577527,9.910887 53.577324,9.910519 53.577139,9.910132 53.576956,9.909261 53.576554,9.908665 53.576278,9.908301 53.576108,9.907844 53.575880,9.907539 53.575710,9.907150 53.575491,9.906859 53.575315,9.906466 53.575054,9.906356 53.574979)",EPSG:4326
242500241 242500131,A,7,A 7,BAB A7,2,140,1,289.0,,0,E45,"LINESTRING (9.933166 53.533880,9.933277 53.533664,9.933390 53.533413,9.933514 53.533113,9.933611 53.532800,9.933697 53.532485,9.933764 53.532165,9.933805 53.531868,9.933810 53.531799)",EPSG:4326
242500009 242500001,A,7,A 7,BAB A7,2,216,2,2259.0,,0,E45,"LINESTRING (9.906356 53.574979,9.906122 53.574821,9.905759 53.574546,9.905333 53.574197,9.905111 53.574001,9.904842 53.573742,9.904577 53.573469,9.904423 53.573299,9.904253 53.573105,9.903567 53.572245,9.903196 53.571741,9.902677 53.571002,9.902440 53.570634,9.901827 53.569680,9.901454 53.569047,9.901146 53.568496,9.900779 53.567764,9.900375 53.566957,9.900113 53.566357,9.899895 53.565808,9.899705 53.565339,9.899623 53.565093)",EPSG:4326
252500096 252500095,A,7,A 7,BAB A7,2,708,7,365.0,,0,E45,"LINESTRING (9.975909 53.416930,9.976377 53.416476,9.976754 53.416061,9.977345 53.415414,9.977780 53.414904,9.978289 53.414306,9.978511 53.414037)",EPSG:4326
232500003 242500004,A,7,A 7,BAB A7,2,320,3,2290.0,,0,E45,"LINESTRING (9.913275 53.615294,9.913669 53.614796,9.914348 53.613928,9.914752 53.613426,9.915195 53.612888,9.915333 53.612718)",EPSG:4326
232500003 242500004,A,7,A 7,BAB A7,2,320,3,2290.0,,0,E45,"LINESTRING (9.915333 53.612718,9.916052 53.611834,9.916434 53.611331,9.916765 53.610839,9.916949 53.610563,9.917338 53.609872,9.917652 53.609242,9.918403 53.607597,9.918711 53.606987,9.919015 53.606425,9.919192 53.606132,9.919416 53.605798,9.919692 53.605362,9.920389 53.604352,9.920734 53.603846)",EPSG:4326
232500003 242500004,A,7,A 7,BAB A7,2,321,3,2290.0,,0,E45,"LINESTRING (9.920734 53.603846,9.920997 53.603461,9.921435 53.602754,9.921900 53.601927,9.922177 53.601359,9.922499 53.600642,9.922641 53.600271,9.922827 53.599758,9.923022 53.599150,9.923236 53.598346,9.923383 53.597595,9.923442 53.597145,9.923460 53.596806,9.923448 53.596512,9.923425 53.596252,9.923383 53.596038,9.923317 53.595777)",EPSG:4326
252500102 252500099,A,7,A 7,BAB A7,2,709,7,1528.0,,0,E45,"LINESTRING (9.932921 53.433319,9.933224 53.433200,9.933938 53.432943,9.934752 53.432661,9.935741 53.432336,9.936249 53.432172,9.936882 53.431977,9.937384 53.431821,9.937874 53.431673,9.938616 53.431462,9.939308 53.431265,9.939662 53.431173,9.940319 53.431005,9.941103 53.430808,9.942745 53.430410,9.945537 53.429784,9.946312 53.429627,9.948192 53.429228,9.949331 53.428988,9.950451 53.428746,9.951818 53.428425,9.952660 53.428224,9.953215 53.428084,9.953743 53.427950,9.954045 53.427875)",EPSG:4326
252500103 252500101,A,7,A 7,BAB A7,2,711,7,4354.0,,0,E45,"LINESTRING (9.920580 53.470578,9.921570 53.469709,9.922169 53.469207,9.923063 53.468463,9.924059 53.467659,9.924948 53.466926,9.925158 53.466723,9.925742 53.466231,9.926163 53.465827,9.926550 53.465427,9.926838 53.465104,9.927017 53.464883,9.927254 53.464582,9.927526 53.464196,9.927727 53.463879,9.927900 53.463569,9.928056 53.463243,9.928221 53.462841,9.928314 53.462594,9.928398 53.462290,9.928475 53.461967,9.928521 53.461653,9.928550 53.461362,9.928575 53.461043,9.928577 53.460748,9.928557 53.460326,9.928482 53.459913,9.928439 53.459666,9.928370 53.459375,9.928268 53.459044,9.928142 53.458708,9.927960 53.458321,9.927799 53.458044,9.927665 53.457808,9.927505 53.457568,9.927343 53.457326,9.926876 53.456733,9.926590 53.456404,9.926286 53.456099,9.925736 53.455583,9.925261 53.455150,9.924390 53.454413,9.923841 53.453953,9.923412 53.453599,9.923014 53.453270,9.922722 53.453023,9.922355 53.452680,9.921929 53.452284,9.921676 53.452035,9.921484 53.451840,9.921309 53.451656,9.921090 53.451416,9.920842 53.451118,9.920576 53.450780,9.920330 53.450431,9.920089 53.450073,9.919950 53.449849,9.919841 53.449647,9.919710 53.449417,9.919572 53.449140,9.919442 53.448881)",EPSG:4326
252500103 252500101,A,7,A 7,BAB A7,2,710,7,4354.0,,0,E45,"LINESTRING (9.919442 53.448881,9.919416 53.448831,9.919316 53.448580,9.919145 53.448115,9.919040 53.447769,9.918963 53.447466,9.918897 53.447158,9.918850 53.446899,9.918786 53.446374,9.918778 53.446226)",EPSG:4326
252500103 252500101,A,7,A 7,BAB A7,2,710,7,4354.0,,0,E45,"LINESTRING (9.918778 53.446226,9.918761 53.445904,9.918758 53.445535,9.918762 53.445292,9.918837 53.444615,9.918894 53.444267,9.918958 53.443961,9.919043 53.443644,9.919162 53.443266,9.919350 53.442763,9.919443 53.442556)",EPSG:4326
252500103 252500101,A,7,A 7,BAB A7,2,710,7,4354.0,,0,E45,"LINESTRING (9.919443 53.442556,9.919535 53.442353,9.919683 53.442060,9.919896 53.441678,9.920059 53.441395,9.920339 53.440979,9.920584 53.440640,9.920956 53.440181,9.921346 53.439741,9.921669 53.439395,9.921981 53.439102,9.922829 53.438359,9.923504 53.437842,9.924385 53.437236,9.925230 53.436736,9.926087 53.436263,9.926700 53.435943,9.927125 53.435734)",EPSG:4326
