{http://www.deegree.org/app}abs,{http://www.deegree.org/app}strassenart,{http://www.deegree.org/app}strassennummer,{http://www.deegree.org/app}strasse,{http://www.deegree.org/app}strassenname,{http://www.deegree.org/app}landesschluessel,{http://www.deegree.org/app}gemeindeschluessel,{http://www.deegree.org/app}kreisschluessel,{http://www.deegree.org/app}abschnittslaenge,{http://www.deegree.org/app}laengenherkunft,{http://www.deegree.org/app}ast,{http://www.deegree.org/app}europastrasse,{http://www.deegree.org/app}geom,CRS
252500104K 252500104L,B,75,B 75,BAB A253 abgestuft zur B 75,2,705,7,451.0,,0,,"LINESTRING (9.991956 53.452964,9.992015 53.452985,9.992445 53.453139,9.992735 53.453248,9.993098 53.453392,9.993362 53.453504)",EPSG:4326
252500104G 252500104H,B,75,B 75,BAB A253 abgestuft zur B 75,2,705,7,422.0,,0,,"LINESTRING (9.993416 53.453777,9.993183 53.453671,9.992849 53.453528,9.992549 53.453408,9.992249 53.453298,9.991957 53.453195,9.991623 53.453100,9.991329 53.453010,9.990954 53.452908,9.990816 53.452871)",EPSG:4326
252500104G 252500104H,B,75,B 75,BAB A253 abgestuft zur B 75,2,705,7,422.0,,0,,"LINESTRING (9.990816 53.452871,9.990208 53.452708,9.988008 53.452114)",EPSG:4326
252500104G 252500104H,B,75,B 75,BAB A253 abgestuft zur B 75,2,705,7,422.0,,0,,"LINESTRING (9.988008 53.452114,9.987977 53.452106,9.987739 53.452114)",EPSG:4326
252500105M 252500105N,B,75,B 75,BAB A253 abgestuft zur B 75,2,703,7,605.0,,0,,"LINESTRING (9.998926 53.455968,9.998815 53.455871)",EPSG:4326
252500105M 252500105N,B,75,B 75,BAB A253 abgestuft zur B 75,2,701,7,605.0,,0,,"LINESTRING (9.998815 53.455871,9.998487 53.455585,9.998331 53.455478,9.998290 53.455443)",EPSG:4326
252500105M 252500105N,B,75,B 75,BAB A253 abgestuft zur B 75,2,701,7,605.0,,0,,"LINESTRING (9.998290 53.455443,9.998034 53.455227,9.997940 53.455168,9.997832 53.455120,9.997706 53.455079,9.997552 53.455059,9.997418 53.455060,9.997286 53.455075,9.997171 53.455106,9.997053 53.455161,9.996964 53.455217,9.996902 53.455296,9.996872 53.455343,9.996857 53.455441,9.996858 53.455503,9.996899 53.455603,9.996974 53.455716,9.997130 53.455960,9.997314 53.456237)",EPSG:4326
252500105M 252500105N,B,75,B 75,BAB A253 abgestuft zur B 75,2,701,7,605.0,,0,,"LINESTRING (9.997314 53.456237,9.997367 53.456317,9.997515 53.456538)",EPSG:4326
252500105M 252500105N,B,75,B 75,BAB A253 abgestuft zur B 75,2,703,7,605.0,,0,,"LINESTRING (9.997515 53.456538,9.997847 53.457034,9.997975 53.457272,9.998059 53.457432,9.998141 53.457616,9.998228 53.457831,9.998270 53.457946,9.998321 53.458083,9.998369 53.458248,9.998440 53.458507,9.998493 53.458736,9.998513 53.458840)",EPSG:4326
252500111 252500102,B,75,B 75,Bremer Straße,2,709,7,492.0,,0,,"LINESTRING (9.931405 53.428996,9.931446 53.429047,9.931537 53.429170,9.931630 53.429304,9.931713 53.429439,9.931788 53.429566,9.931845 53.429676,9.931876 53.429735,9.931903 53.429803,9.931919 53.429862,9.931925 53.429896)",EPSG:4326
252500111 252500102,B,75,B 75,Bremer Straße,2,709,7,492.0,,0,,"LINESTRING (9.931925 53.429896,9.931932 53.429944,9.931940 53.429996,9.931960 53.430063,9.932008 53.430206,9.932044 53.430344,9.932122 53.430605,9.932181 53.430814,9.932207 53.430895,9.932228 53.430941,9.932291 53.431048,9.932292 53.431053)",EPSG:4326
252500111 252500102,B,75,B 75,Bremer Straße,2,709,7,492.0,,0,,"LINESTRING (9.932292 53.431053,9.932359 53.431259,9.932427 53.431509,9.932481 53.431710,9.932524 53.431869,9.932565 53.432029,9.932598 53.432210)",EPSG:4326
252500111 252500102,B,75,B 75,Bremer Straße,2,709,7,492.0,,0,,"LINESTRING (9.932598 53.432210,9.932609 53.432271,9.932719 53.432672,9.932736 53.432743,9.932833 53.433068,9.932921 53.433319)",EPSG:4326
242600129C 242600129D,B,75,B 75,Wilhelmsburger Reichsstraße,2,137,1,489.0,,0,,"LINESTRING (10.015275 53.518575,10.015049 53.518526,10.014897 53.518495,10.014738 53.518453,10.014633 53.518424,10.014535 53.518391,10.014409 53.518331,10.014313 53.518273,10.014139 53.518166,10.013932 53.518003,10.013846 53.517942)",EPSG:4326
242600129C 242600129D,B,75,B 75,Wilhelmsburger Reichsstraße,2,137,1,489.0,,0,,"LINESTRING (10.013846 53.517942,10.013662 53.517810)",EPSG:4326
242600129C 242600129D,B,75,B 75,Wilhelmsburger Reichsstraße,2,137,1,489.0,,0,,"LINESTRING (10.013662 53.517810,10.013570 53.517745,10.013454 53.517660,10.013277 53.517552,10.013067 53.517438,10.012922 53.517374,10.012772 53.517321,10.012620 53.517276,10.012384 53.517225,10.012132 53.517177,10.011419 53.517058)",EPSG:4326
242600129C 242600129D,B,75,B 75,Wilhelmsburger Reichsstraße,2,137,1,489.0,,0,,"LINESTRING (10.011419 53.517058,10.011270 53.517033,10.009792 53.516758,10.008919 53.516574)",EPSG:4326
242600017G 242600017H,B,5,B 5,Bergedorfer Straße,2,130,1,605.0,,0,,"LINESTRING (10.104353 53.537556,10.104293 53.537580,10.104047 53.537689,10.103912 53.537750,10.103554 53.537916,10.103043 53.538151,10.102862 53.538234)",EPSG:4326
242600017G 242600017H,B,5,B 5,Bergedorfer Straße,2,130,1,605.0,,0,,"LINESTRING (10.107620 53.536336,10.107382 53.536437,10.107115 53.536548,10.106944 53.536615,10.106633 53.536735,10.106302 53.536855,10.105753 53.537053,10.105200 53.537249,10.104873 53.537365,10.104534 53.537487,10.104379 53.537545,10.104353 53.537556)",EPSG:4326
242600017G 242600017H,B,5,B 5,Bergedorfer Straße,2,130,1,605.0,,0,,"LINESTRING (10.102862 53.538234,10.102548 53.538378,10.102311 53.538488,10.101903 53.538675,10.101591 53.538819,10.101581 53.538823)",EPSG:4326
242600017G 242600017H,B,5,B 5,Bergedorfer Straße,2,130,1,605.0,,0,,"LINESTRING (10.101581 53.538823,10.101463 53.538878,10.101368 53.538921,10.101191 53.539003,10.101045 53.539070,10.100759 53.539202,10.100441 53.539349,10.100393 53.539373,10.100313 53.539418,10.100178 53.539494)",EPSG:4326
242600129M 242600129N,B,75,B 75,Wilhelmsburger Reichsstraße,2,137,1,788.0,,0,,"LINESTRING (10.012784 53.516931,10.012814 53.516932)",EPSG:4326
242600129M 242600129N,B,75,B 75,Wilhelmsburger Reichsstraße,2,137,1,788.0,,0,,"LINESTRING (10.008355 53.516213,10.008735 53.516259,10.009386 53.516372,10.010847 53.516637,10.012158 53.516886,10.012317 53.516908,10.012489 53.516923,10.012673 53.516931,10.012784 53.516931)",EPSG:4326
242600129M 242600129N,B,75,B 75,Wilhelmsburger Reichsstraße,2,137,1,788.0,,0,,"LINESTRING (10.012814 53.516932,10.012861 53.516932,10.013125 53.516920,10.013359 53.516885,10.013563 53.516845,10.013726 53.516805,10.013983 53.516721,10.014452 53.516548,10.014991 53.516359,10.015132 53.516325,10.015295 53.516300,10.015438 53.516291,10.015578 53.516295,10.015724 53.516310,10.015930 53.516362,10.016105 53.516436,10.016235 53.516522,10.016341 53.516644,10.016405 53.516765,10.016410 53.516883,10.016393 53.516988,10.016342 53.517111,10.016276 53.517220,10.015794 53.517959,10.015706 53.518117,10.015596 53.518351,10.015562 53.518478)",EPSG:4326
242600017K 242600017L,B,5,B 5,Bergedorfer Straße,2,130,1,538.0,,0,,"LINESTRING (10.100140 53.538315,10.101202 53.538107)",EPSG:4326
232500025 232500011,B,432,B 432,Oldesloer Straße,2,318,3,182.0,,0,,"LINESTRING (9.948295 53.649556,9.948305 53.649586,9.948387 53.649648,9.948432 53.649688,9.948900 53.650001,9.949048 53.650116,9.949083 53.650142,9.949185 53.650215,9.949244 53.650257,9.949329 53.650309,9.949510 53.650410)",EPSG:4326
232500025 232500011,B,432,B 432,Oldesloer Straße,2,318,3,182.0,,0,,"LINESTRING (9.949510 53.650410,9.949689 53.650509,9.949836 53.650609,9.949961 53.650695,9.950087 53.650789)",EPSG:4326
242600017C 242600017D,B,5,B 5,Bergedorfer Straße,2,130,1,678.0,,0,,"LINESTRING (10.099871 53.539489,10.099792 53.539515,10.099695 53.539544,10.099640 53.539558,10.099492 53.539585,10.099264 53.539625,10.099089 53.539659,10.099078 53.539661)",EPSG:4326
242600017C 242600017D,B,5,B 5,Bergedorfer Straße,2,130,1,678.0,,0,,"LINESTRING (10.099078 53.539661,10.098921 53.539692,10.098817 53.539713,10.098457 53.539783,10.098108 53.539850,10.097047 53.540060,10.096865 53.540096)",EPSG:4326
